candidate_id,candidate_name,initial_cuisine,initial_business_type,initial_price_band,initial_priority,observed_source_roles,observed_address_bases,district_language_observed,dine_in_language_observed,closure_language_observed,tfda_exact_address_match_count,tfda_exact_address_registered_names,tfda_strong_name_lead_count,tfda_strong_name_addresses,provisional_brand_domain,measurement_domain_status,review_status,eligibility_decision,exclusion_reason_code,reviewer,evidence_boundary
065,愛爾蘭瘋薯（信義威秀）,台／中式,獨立／地方品牌,$,P3 備援／先驗證,round2,台北市信義區松壽路18號,true,true,false,3,酒樂有限公司|薩摩亞商味軒股份有限公司|艾爾蘭有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
066,85TD Chinese Restaurant,台／中式,連鎖／飯店,$$$$,P1 優先,brand|round2|round1,台北市信義區信義路五段7號,true,true,false,23,二十一世紀生活事業股份有限公司|文東記國際股份有限公司|欣葉國際餐飲股份有限公司|隨意鳥地方股份有限公司|迷客夏國際股份有限公司|捌伍添第股份有限公司|聚禾豐股份有限公司|傑米小館有限公司|悠旅生活事業股份有限公司|喜想生機有限公司|艾克米企業有限公司|菜鳥書蒔有限公司,0,,85td-101.com,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
067,JK STUDIO,台／中式,獨立／地方品牌,$$$,P2 補足多樣性,brand|round1,,false,true,false,0,,0,,jkstudio.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
068,雲錦中餐廳－台北君悅酒店,台／中式,連鎖／飯店,$$$,P1 優先,support|round2|round1,台北市信義區松壽路2號,true,true,false,1,黑橋牌企業股份有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
069,味美早餐店 Wei Mei Breakfast Restaurant,咖啡／輕食,獨立／地方品牌,$,P3 備援／先驗證,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
070,TWG Tea at Taipei 101,咖啡／輕食,連鎖／飯店,$$,P1 優先,brand|round1,台北市信義區市府路45號|台北市信義區松高路12號,true,false,false,162,古典玫瑰園國際股份有限公司|緯豆國際股份有限公司|快樂地健康食品股份有限公司|安心食品服務股份有限公司|鮮沛股份有限公司|旭承食品行|特威茶葉有限公司|奎士股份有限公司|二十一世紀生活事業股份有限公司|葉味香企業社|拾楀餐飲股份有限公司|金皇食品股份有限公司,0,,twgtea.com,brand_root_candidate_needs_manual_confirmation,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
071,Just Grill,西式,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,台北市信義區松高路11號,true,true,true,85,台灣美威水產股份有限公司|愛絲葵國際股份有限公司|塞席爾商堯熙股份有限公司|二十一世紀生活事業股份有限公司|姸生國際有限公司|晨廣有限公司|果樹媽媽食品有限公司|互愛人文志業股份有限公司|統一超商股份有限公司|旭寶食品行|創味家餐飲有限公司|東極國際企業有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
072,永心鳳茶,台／中式,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,,true,true,false,0,,2,台北市信義區忠孝東路五段68號|台北市信義區松智路17號二樓,,no_confirmed_brand_root,government_name_lead_needs_store_identity_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
073,歐帕希臘小館,台／中式,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,,false,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
074,Osteria by Angie,西式,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,,true,true,true,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
075,紅花鐵板燒－台北101旗艦店,燒肉／鐵板,連鎖／飯店,$$,P1 優先,round2,台北市信義區市府路45號,true,true,true,80,古典玫瑰園國際股份有限公司|緯豆國際股份有限公司|快樂地健康食品股份有限公司|安心食品服務股份有限公司|鮮沛股份有限公司|旭承食品行|特威茶葉有限公司|奎士股份有限公司|二十一世紀生活事業股份有限公司|葉味香企業社|拾楀餐飲股份有限公司|金皇食品股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
076,開飯川食堂－台北阪急店,台／中式,連鎖／飯店,$$,P1 優先,brand|round2,,false,true,false,0,,0,,kaifun.com.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
077,珍寶海鮮台北信義店,台／中式,連鎖／飯店,$$$,P1 優先,round2,台北市信義區松壽路11號|台北市信義區松高路19號|台北市信義區市府路45號|台北市信義區松壽路12號,true,true,false,288,塞席爾商堯熙股份有限公司|快樂地健康食品股份有限公司|東客股份有限公司|京王品餐飲股份有限公司|聚食育樂食品股份有限公司|奎士股份有限公司|康丞生醫企業有限公司|極味鮮股份有限公司|揪起來娛樂股份有限公司|咿啵喲鬆餅店|翰林國際企業股份有限公司|新光三越百貨股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
078,酮版低糖餐廳,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
079,金色三麥－微風南山店,台／中式,連鎖／飯店,$$,P1 優先,brand|round2,台北市信義區松智路17號,true,true,false,82,欣欣坊餐飲股份有限公司|台灣北壽心股份有限公司|小器生活創意股份有限公司|寶貝香股份有限公司|安心食品服務股份有限公司|東客股份有限公司|富士南山餐飲有限公司|加一國際股份有限公司|饗御股份有限公司|米迪兒國際有限公司|盛合國際餐飲股份有限公司|津樂道股份有限公司,3,台北市信義區松高路11號B1|台北市信義區松智路17號7F|台北市信義區忠孝東路四段505號B區6樓,lebledor.com,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
080,稻舍食館－統一時代店,台／中式,連鎖／飯店,$$,P1 優先,brand|support|round2,台北市信義區忠孝東路五段8號,true,true,false,59,小飯桌股份有限公司|馳宙行銷有限公司|治富食品股份有限公司|二十一世紀生活事業股份有限公司|梣安餐飲有限公司|宴美企業有限公司|豆府股份有限公司|台灣昱珍香有限公司|地球人餐飲有限公司|迷客夏國際股份有限公司|台灣東利多股份有限公司|首侖創意有限公司,0,,rice1923.com,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
081,點點心,台／中式,連鎖／飯店,$$,P1 優先,brand|round1,台北市信義區忠孝東路五段68號|台北市信義區松壽路12號,true,true,false,104,二十一世紀生活事業股份有限公司|史華格餐飲股份有限公司|雅荃有限公司|永心鳳茶有限公司|首侖創意有限公司|歐嬤德式美食有限公司|初嶼有限公司|台灣樂天皇朝有限公司|王座國際餐飲股份有限公司|香味股份有限公司|臺虎精釀股份有限公司|橘焱胡同國際股份有限公司,2,台北市信義區忠孝東路五段68號B1樓|台北市信義區松壽路12號,dimdimsum.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
082,Herbivore,咖啡／輕食,獨立／地方品牌,$$,P2 補足多樣性,support|round2|round1,台北市信義區松高路19號,true,true,true,40,輕徠輕食|尊榮股份有限公司|雙印食品有限公司|卜卜角股份有限公司|豊漁股份有限公司|新光三越百貨股份有限公司|詩特莉食品股份有限公司|鰻將餐飲有限公司|夜上海餐飲有限公司|睿軒信義股份有限公司|富客餐飲股份有限公司|雪坊志業股份有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
083,Cheers－台北君悅酒店,台／中式,連鎖／飯店,$$$,P1 優先,round2,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
084,非常泰概念餐坊－Neo19店,東南／南亞,連鎖／飯店,$$,P1 優先,brand|round2,,false,true,false,0,,0,,verythai.com.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
085,段純貞牛肉麵,台／中式,連鎖／飯店,$,P1 優先,round2|round1,台北市信義區松壽路20號|台北市信義區松仁路160號,true,true,false,29,烘焙雲股份有限公司|晶旺餐飲股份有限公司|威秀影城股份有限公司信義分公司|台鋼漢堡王股份有限公司|威太郎有限公司|核心映画有限公司|荃鴻股份有限公司|馡曄國際股份有限公司|王座國際餐飲股份有限公司|假裝清醒股份有限公司|富錦樹文創科技股份有限公司|飯樂股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
086,燒肉中山 Zonzen,燒肉／鐵板,獨立／地方品牌,$$,P2 補足多樣性,brand|round2|round1,台北市信義區松壽路12號|台北市信義區松仁路28號,true,true,false,101,家康餐飲食有限公司|礽豐國際餐飲股份有限公司|瀧安有限公司|向鑫力有限公司|天仁茶業股份有限公司|刁民萊斯義餐飲有限公司|綺麗堂股份有限公司|鼎楓餐飲有限公司|街口味股份有限公司|元加治食品有限公司|和德昌股份有限公司|台灣薩莉亞餐飲股份有限公司,0,,zonzen.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
087,Seasons by Olivier E.,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,round2|round1,台北市信義區忠孝東路五段10號,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
088,瓦城泰國料理－松山車站店,東南／南亞,連鎖／飯店,$$,P1 優先,brand|round2,台北市信義區松山路11號,true,true,false,49,秋風軒管理顧問有限公司|安心食品服務股份有限公司|小飯桌股份有限公司|馡曄國際股份有限公司|統一超商股份有限公司|晶旺餐飲股份有限公司|豆府股份有限公司|台灣壹番屋股份有限公司|和德昌股份有限公司|台灣銘物企業股份有限公司|台灣東利多股份有限公司|米哥食品有限公司,0,,thaitown.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
089,The Chapter Cafe,咖啡／輕食,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
090,One Rule,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,round2|round1,台北市信義區松壽路12號,true,true,false,74,家康餐飲食有限公司|礽豐國際餐飲股份有限公司|瀧安有限公司|向鑫力有限公司|天仁茶業股份有限公司|刁民萊斯義餐飲有限公司|綺麗堂股份有限公司|鼎楓餐飲有限公司|街口味股份有限公司|元加治食品有限公司|和德昌股份有限公司|台灣薩莉亞餐飲股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
091,勝博殿日式炸豬排,日式,連鎖／飯店,$$,P1 優先,support|round1,,true,true,false,0,,0,,,no_confirmed_brand_root,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
092,輪輪1976 和食茶酒驛,日式,獨立／地方品牌,$$,P2 補足多樣性,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
093,Khana Khazana Indian Kitchen,東南／南亞,獨立／地方品牌,$$,P2 補足多樣性,brand|round1,,true,true,false,0,,0,,khanakhazana.com.tw,brand_root_candidate_needs_manual_confirmation,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
094,施家麻油腰花,台／中式,獨立／地方品牌,$,P3 備援／先驗證,round2|round1,台北市信義區松山路538-2號,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
095,鯤壽司,日式,獨立／地方品牌,$$,P3 備援／先驗證,round2|round1,,false,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
096,大心新泰式麵食－台北信義威秀店,東南／南亞,連鎖／飯店,$$,P1 優先,brand|round2,台北市信義區松壽路20號|台北市信義區松壽路11號|台北市信義區松高路19號|台北市信義區市府路45號|台北市信義區松壽路12號,true,true,true,317,烘焙雲股份有限公司|晶旺餐飲股份有限公司|威秀影城股份有限公司信義分公司|台鋼漢堡王股份有限公司|威太郎有限公司|核心映画有限公司|荃鴻股份有限公司|馡曄國際股份有限公司|王座國際餐飲股份有限公司|假裝清醒股份有限公司|富錦樹文創科技股份有限公司|飯樂股份有限公司,0,,bheartnoodles.com,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
097,納達吉印度料理 Nataraj,東南／南亞,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,台北市信義區基隆路一段127號,true,true,false,1,納達吉印度料理有限公司,1,台北市信義區基隆路一段127號,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
098,北平都一處,台／中式,獨立／地方品牌,$$,P2 補足多樣性,round2,,false,true,false,0,,1,台北市信義區仁愛路4段506號,,no_confirmed_brand_root,government_name_lead_needs_store_identity_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
099,小後苑,台／中式,獨立／地方品牌,$$,P2 補足多樣性,round2,台北市信義區忠孝東路四段505號,true,true,false,58,愛絲葵國際股份有限公司|香港商聞綺台灣有限公司|優仕咖啡股份有限公司|國賓大飯店股份有限公司|初衣食午股份有限公司|日商樂比亞股份有限公司|唐仟豪股份有限公司|鈺饗國際有限公司|一森企業股份有限公司|悠旅生活事業股份有限公司|正記美食有限公司|同賞宴股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
100,百家班活蝦店－基隆路店,台／中式,獨立／地方品牌,$$,P2 補足多樣性,brand|round2,,false,false,false,0,,0,,heyahh.com.tw,brand_root_candidate_needs_manual_confirmation,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
101,北平陶然亭 Beijing－Do It True,台／中式,獨立／地方品牌,$$,P2 補足多樣性,round2,,false,false,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
102,NOLA Kitchen－信義店,西式,獨立／地方品牌,$$,P2 補足多樣性,round2,台北市信義區信義路五段150巷14弄16號,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
103,阮小越,台／中式,獨立／地方品牌,$$,P2 補足多樣性,support|round2|round1,台北市信義區中坡北路35號,true,true,false,1,月嬌食堂,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
104,牛かつもと村－遠百信義A13,日式,獨立／地方品牌,$$,P2 補足多樣性,round2,,false,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
105,瓦城泰國料理－新光三越信義店,東南／南亞,連鎖／飯店,$$,P1 優先,brand|support|round2,,true,true,false,0,,0,,thaitown.com.tw,brand_root_candidate_needs_manual_confirmation,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
106,黑毛屋信義店,鍋物,獨立／地方品牌,$$,P2 補足多樣性,brand|round2,台北市信義區松高路11號,true,true,false,85,台灣美威水產股份有限公司|愛絲葵國際股份有限公司|塞席爾商堯熙股份有限公司|二十一世紀生活事業股份有限公司|姸生國際有限公司|晨廣有限公司|果樹媽媽食品有限公司|互愛人文志業股份有限公司|統一超商股份有限公司|旭寶食品行|創味家餐飲有限公司|東極國際企業有限公司,0,,honke.kurogeya.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
107,陳根找茶,台／中式,獨立／地方品牌,$,P3 備援／先驗證,round2|round1,台北市信義區莊敬路391巷7號,true,true,false,1,晨根棧店鋪,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
108,戴記獨臭之家,台／中式,獨立／地方品牌,$,P3 備援／先驗證,round2|round1,台北市信義區永吉路上從捷運板南線市政府站4號|台北市信義區六藝里永吉路120巷3弄2號,true,true,false,0,,1,台北市信義區永吉路120巷3弄2號,,no_confirmed_brand_root,government_name_lead_needs_store_identity_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
109,楓樹韓國烤肉,燒肉／鐵板,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,台北市信義區光復南路585號,true,true,false,1,楓葉國際股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
110,饗泰多－松高店,東南／南亞,連鎖／飯店,$$,P1 優先,brand|round2,台北市信義區松高路16號,true,true,false,15,軒寓閣樓府旺股份有限公司|新味股份有限公司|台灣壹番屋股份有限公司|星期五股份有限公司|豐達食品有限公司|杰立餐飲股份有限公司|新銳國際餐飲股份有限公司|閎麥股份有限公司|百富通股份有限公司|海先股份有限公司|亞洲藏壽司股份有限公司|路德斯股份有限公司,0,,siammore.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
111,SUBWAY Taipei 101,台／中式,連鎖／飯店,$,P1 優先,brand|support|round2,台北市信義區信義路五段7號|台北市信義區市府路45號,true,true,false,103,二十一世紀生活事業股份有限公司|文東記國際股份有限公司|欣葉國際餐飲股份有限公司|隨意鳥地方股份有限公司|迷客夏國際股份有限公司|捌伍添第股份有限公司|聚禾豐股份有限公司|傑米小館有限公司|悠旅生活事業股份有限公司|喜想生機有限公司|艾克米企業有限公司|菜鳥書蒔有限公司,0,,subway.com.tw,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
112,心月懷石日本料理,日式,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,台北市信義區信義路四段466號,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
113,周胖子餃子館－忠孝店,台／中式,獨立／地方品牌,$,P2 補足多樣性,round2,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
114,Divadlo 捷克公寓,西式,獨立／地方品牌,$$,P2 補足多樣性,round2,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
115,YABI Kitchen－微風南山店,東南／南亞,連鎖／飯店,$$,P1 優先,round2,台北市信義區松智路17號,true,true,false,82,欣欣坊餐飲股份有限公司|台灣北壽心股份有限公司|小器生活創意股份有限公司|寶貝香股份有限公司|安心食品服務股份有限公司|東客股份有限公司|富士南山餐飲有限公司|加一國際股份有限公司|饗御股份有限公司|米迪兒國際有限公司|盛合國際餐飲股份有限公司|津樂道股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
116,I Met You Cafe,咖啡／輕食,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,台北市信義區基隆路一段380巷5號,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
117,大戶屋－松山車站店,日式,連鎖／飯店,$$,P1 優先,support|round2,台北市信義區松山路11號,true,true,false,49,秋風軒管理顧問有限公司|安心食品服務股份有限公司|小飯桌股份有限公司|馡曄國際股份有限公司|統一超商股份有限公司|晶旺餐飲股份有限公司|豆府股份有限公司|台灣壹番屋股份有限公司|和德昌股份有限公司|台灣銘物企業股份有限公司|台灣東利多股份有限公司|米哥食品有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
118,大戶屋－統一時代台北店,日式,連鎖／飯店,$$,P1 優先,support|round2,,false,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
119,In Between,西式,獨立／地方品牌,$$,P2 補足多樣性,support|round1,台北市信義區菸廠路98號,true,true,false,3,誠品旅館事業股份有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
120,Hong Kong 88 Hot Pot,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,round2,,false,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
121,Bing,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,round2,,false,false,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
122,MiaCucina－信義店,台／中式,連鎖／飯店,$$,P1 優先,round2,台北市信義區松壽路11號,true,true,false,94,塞席爾商堯熙股份有限公司|快樂地健康食品股份有限公司|東客股份有限公司|京王品餐飲股份有限公司|聚食育樂食品股份有限公司|奎士股份有限公司|康丞生醫企業有限公司|極味鮮股份有限公司|揪起來娛樂股份有限公司|咿啵喲鬆餅店|翰林國際企業股份有限公司|新光三越百貨股份有限公司,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
123,渣男 Taiwan Bistro,台／中式,獨立／地方品牌,$$,P2 補足多樣性,round2|round1,台北市信義區信義路五段150巷315弄12號,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
124,劉媽媽涼麵,台／中式,獨立／地方品牌,$,P2 補足多樣性,round2|round1,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
125,KingSpicy J,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,round1,台北市信義區吳興街118巷25弄12號,true,true,false,1,辣王忠麻辣乾麵店,0,,,no_confirmed_brand_root,government_address_crosscheck_lead,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
126,Sea to Sky,台／中式,獨立／地方品牌,$$$,P2 補足多樣性,brand|support|round1,,true,true,false,0,,0,,seatosky.com.tw,brand_root_candidate_needs_manual_confirmation,higher_tier_page_observed_address_crosscheck_needed,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
127,上席小館,台／中式,獨立／地方品牌,$$,P3 備援／先驗證,,,false,false,false,0,,1,台北市信義區富陽街83號1樓,,no_confirmed_brand_root,government_name_lead_needs_store_identity_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
128,紅豆食府－信義店,台／中式,獨立／地方品牌,$$,P2 補足多樣性,support|round2|round1,台北市信義區松壽路9號,true,true,false,25,食昌企業股份有限公司|豊漁股份有限公司|新光三越百貨股份有限公司|美商蒂芙尼國際股份有限公司|瓦城泰統股份有限公司新竹二分公司|欣葉國際餐飲股份有限公司|橘色極品鍋物股份有限公司|太平興業有限公司|有民餐飲事業股份有限公司|勝成餐飲股份有限公司|雪里夫有限公司|兩班家有限公司,0,,,no_confirmed_brand_root,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
129,犇－微風信義館,台／中式,連鎖／飯店,$$$$,P1 優先,brand|round2,台北市信義區忠孝東路五段68號|台北市信義區基隆路二段39巷14號,true,true,false,30,二十一世紀生活事業股份有限公司|史華格餐飲股份有限公司|雅荃有限公司|永心鳳茶有限公司|首侖創意有限公司|歐嬤德式美食有限公司|初嶼有限公司|台灣樂天皇朝有限公司|王座國際餐飲股份有限公司|香味股份有限公司|臺虎精釀股份有限公司|橘焱胡同國際股份有限公司,0,,bencuisine.com,brand_root_candidate_needs_manual_confirmation,ready_for_manual_eligibility_review,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
130,元食 Cafe,咖啡／輕食,獨立／地方品牌,$$,P3 備援／先驗證,round2,,false,false,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
131,CPK 加州創意廚房,西式,連鎖／飯店,$$,P1 優先,round2|round1,,true,true,false,0,,0,,,no_confirmed_brand_root,third_party_page_lead_only,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
132,三太養生鐵板燒,燒肉／鐵板,獨立／地方品牌,$$,P2 補足多樣性,,,false,false,false,0,,0,,,no_confirmed_brand_root,source_gap,pending_human_review,,,"Automated joins create review leads only; they do not establish current operation, dine-in eligibility, or official ownership."
