candidate_id,candidate_name,lead_count,lead_1_url,lead_1_domain,lead_1_title,lead_1_score,lead_2_url,lead_2_domain,lead_2_title,lead_2_score,lead_3_url,lead_3_domain,lead_3_title,lead_3_score,verification_status
082,Herbivore,3,https://www.skm.com.tw/brand/10916,skm.com.tw,HERBIVORE 專櫃/門市,8,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-L5wnYckLfBZ4pukt3Vi/restaurants/-L5wnYclCp0v3yPTj19T/booking,rsv.skm.com.tw,HERBIVORE線上訂位｜台北信義新天地A4｜新光三越,8,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-L5wnYckLfBZ4pukt3Vi/restaurants/-L5wnYclCp0v3yPTj19T/takeout?request_locale=en_US,rsv.skm.com.tw,HERBIVORE線上外帶｜台北信義新天地A4｜新光三越,8,ranked_official_lead_needs_direct_verification
083,Cheers－台北君悅酒店,1,https://www.tablecheck.com/zh-TW/shops/grand-hyatt-taipei-cheers/reserve,tablecheck.com,Cheers 歡飲廊 - 台北君悅酒店 - TableCheck,10,,,,,,,,,ranked_official_lead_needs_direct_verification
084,非常泰概念餐坊－Neo19店,1,https://www.verythai.com.tw/tw/store,verythai.com.tw,分店資訊| 非常泰Very Thai Restaurant & Bar,6,,,,,,,,,ranked_official_lead_needs_direct_verification
085,段純貞牛肉麵,0,,,,,,,,,,,,,no_ranked_official_lead
086,燒肉中山 Zonzen,2,https://www.zonzen.com.tw/,zonzen.com.tw,燒肉中山｜板前中山｜中山 Red Label｜四行倉庫｜中山家餐飲,9,https://shiningchan.com/blog/post/362644565/,shiningchan.com,台北信義區美食｜燒肉中山｜高檔次日式燒肉伴百萬夜景，約會、慶生首選 - Shining｜旅行記事,4,,,,,ranked_official_lead_needs_direct_verification
087,Seasons by Olivier E.,2,https://www.tatlerasia.com/dining/food/2023-seasons-by-olivier-e,tatlerasia.com,台北法餐「Seasons by olivier e.」新開幕：親民價位吃米其林主廚獨特美饌、坐擁信義區百萬夜景 | Tatler Asia,5,https://www.tw-tw.com.tw/breaking-news/2024/seasons-by-olivier-e/,tw-tw.com.tw,現代法式餐廳Seasons by olivier e. 歡慶一週年,4,,,,,ranked_official_lead_needs_direct_verification
088,瓦城泰國料理－松山車站店,2,https://www.thaitown.com.tw/tw/store,thaitown.com.tw,分店資訊| 瓦城Thai Town Cuisine,6,https://www.citylink.tw/songshan/?p=988,citylink.tw,瓦城｜2F – CITYLINK松山壹號店 — 幸福車站、旅途中的小確幸,5,,,,,ranked_official_lead_needs_direct_verification
089,The Chapter Cafe,3,https://www.eslitehotel.com/restaurant/the-chapter/,eslitehotel.com,The Chapter Café - 台北,10,https://meet.eslite.com/tw/tc/catering/201803230002,meet.eslite.com,The Chapter Café的服務資訊- 迷誠品,9,https://wallacewang.tw/3302,wallacewang.tw,The Chapter Café｜誠品行旅的無國界潮食創意料理，擁抱松菸最美景色,9,ranked_official_lead_needs_direct_verification
090,One Rule,3,https://www.onerule.com.tw/,onerule.com.tw,ONE RULE Taipei,9,https://www.onerule.com.tw/en/menu/,onerule.com.tw,主菜單 - ONE RULE Taipei,9,https://hansphoto.tw/onerule/,hansphoto.tw,ONE RULE Taipei 複合式酒吧，提供療癒富設計感的空間，在絕美Taipei 101夜景襯托下享用專業又美味的多樣化創意料理與各式酒品，台北信義區酒吧超推薦 | 翰斯輕旅攝,4,ranked_official_lead_needs_direct_verification
091,勝博殿日式炸豬排,2,https://rsv.skm.com.tw/restaurant_stores/-KuUwaEhVKljatiaBnAM:inline-live-2a466?request_locale=en_US,rsv.skm.com.tw,勝博殿日式炸豬排,12,https://rsv.skm.com.tw/groups/skm-TaipeiStation/companies/-KuUwaEhVKljatiaBnAM:inline-live-2a466/restaurants/-L2NxPzX5WYeEqtGwAHE/booking,rsv.skm.com.tw,勝博殿日式炸豬排線上訂位｜台北站前店｜新光三越,8,,,,,ranked_official_lead_needs_direct_verification
092,輪輪1976 和食茶酒驛,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-NC3Nl3c-Wxe10PwyfKp:inline-live-1/restaurants/-NC3NlJLgEocWuI8a2co/waiting?request_locale=en_US,rsv.skm.com.tw,輪輪1976 和食茶酒駅線上候位｜台北信義新天地A11｜新光三越,6,,,,,,,,,ranked_official_lead_needs_direct_verification
093,Khana Khazana Indian Kitchen,1,https://khanakhazana.us/,khanakhazana.us,KK New Home - Khana Khazana Indian Kitchen,9,,,,,,,,,ranked_official_lead_needs_direct_verification
094,施家麻油腰花,0,,,,,,,,,,,,,no_ranked_official_lead
095,鯤壽司,0,,,,,,,,,,,,,no_ranked_official_lead
096,大心新泰式麵食－台北信義威秀店,2,https://bheartnoodles.com/tw/store,bheartnoodles.com,分店資訊| 大心Very Thai Noodles,6,https://fooday.app/zh-TW/spots/nQZqtSV33CEKdWnMURMfJ7,fooday.app,大心新泰式麵食 - 台北信義威秀店 在 Fooday 美食社群 | 找餐廳不踩雷，最真實的美食 App,4,,,,,ranked_official_lead_needs_direct_verification
097,納達吉印度料理 Nataraj,2,https://www.foodytw.com/review/8672,foodytw.com,Nataraj 納達吉印度料理@台北南京東路 — 華麗細膩的印度料理演繹 - Foody 吃貨,4,https://www.shop1688.com.tw/aom20200226025/,shop1688.com.tw,"納達吉印度料理 | 台北印度料理,台北印度餐廳",4,,,,,ranked_official_lead_needs_direct_verification
098,北平都一處,0,,,,,,,,,,,,,no_ranked_official_lead
099,小後苑,0,,,,,,,,,,,,,no_ranked_official_lead
100,百家班活蝦店－基隆路店,0,,,,,,,,,,,,,no_ranked_official_lead
101,北平陶然亭 Beijing－Do It True,0,,,,,,,,,,,,,no_ranked_official_lead
102,NOLA Kitchen－信義店,3,https://iriseating.com/nolakitchentw/,iriseating.com,Nola Kitchen紐澳良小廚｜台北老字號美式餐廳，多種美國南方傳統菜。全天精釀啤酒買一送一 – 艾瑞絲的吃貨日常,4,https://carina.com.tw/%E3%80%90%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E7%BE%8E%E9%A3%9F%E3%80%91nola-kitchen-%E7%B4%90%E6%BE%B3%E8%89%AF%E5%B0%8F%E5%BB%9A-%E4%BF%A1%E7%BE%A9%E8%B1%A1%E5%B1%B1%E5%BA%97%EF%BC%9A%E4%B8%80/,carina.com.tw,【台北信義美食】Nola Kitchen 紐澳良小廚- 信義象山店：一秒飛到紐奧良，道地南方美式料理︱捷運象山站交通、菜單、評價 – 洋洋的吃喝玩樂,4,https://www.popdaily.com.tw/forum/food/1182464,popdaily.com.tw,【台北象山】| Nola Kitchen | 適合多人聚餐的南方美式餐廳 推爆鬆餅炸雞 | PopDaily 波波黛莉,4,ranked_official_lead_needs_direct_verification
103,阮小越,1,https://toppho-ruan.oddle.me/zh_TW,toppho-ruan.oddle.me,阮小越 越南料理訂餐網站,7,,,,,,,,,ranked_official_lead_needs_direct_verification
104,牛かつもと村－遠百信義A13,0,,,,,,,,,,,,,no_ranked_official_lead
105,瓦城泰國料理－新光三越信義店,3,https://www.skm.com.tw/brand/12898,skm.com.tw,瓦城 專櫃/門市｜新光三越百貨,10,https://www.thaitown.com.tw/tw/store,thaitown.com.tw,分店資訊| 瓦城Thai Town Cuisine,6,https://buuz.tw/thaitown/,buuz.tw,瓦城泰國料理，台中新光三越美味泰式料理，套餐能吃到招牌菜餚，香辣開胃又下飯！ - 霸子。食樂拼圖,4,ranked_official_lead_needs_direct_verification
106,黑毛屋信義店,0,,,,,,,,,,,,,no_ranked_official_lead
107,陳根找茶,0,,,,,,,,,,,,,no_ranked_official_lead
108,戴記獨臭之家,1,https://vegemap.merit-times.com/restaurant_detail/%E6%88%B4%E8%A8%98%E7%8D%A8%E8%87%AD%E4%B9%8B%E5%AE%B6%E8%87%AD%E8%B1%86%E8%85%90%E5%B0%88%E8%B3%A3%E5%BA%97-%E5%8F%B0%E5%8C%97%E5%B8%82%E4%BF%A1%E7%BE%A9%E5%8D%80,vegemap.merit-times.com,戴記獨臭之家臭豆腐專賣店-台北市信義區 in 台北市 - 蔬福生活,7,,,,,,,,,ranked_official_lead_needs_direct_verification
109,楓樹韓國烤肉,0,,,,,,,,,,,,,no_ranked_official_lead
110,饗泰多－松高店,3,https://www.siammore.com.tw/zh-TW/store/STB005,siammore.com.tw,饗泰多 SIAM MORE 泰式風格餐廳 | 官方網站 | 餐廳據點,10,https://www.siammore.com.tw/shop.php,siammore.com.tw,新泰式風格料理，熱情酸香鮮辣，只為擄獲你的味蕾！來到饗泰多，不用想太多，因為我們都幫你想好了！,5,https://woment.com.tw/16484/siam-more/,woment.com.tw,饗泰多泰式料理好吃嗎？2026 最新菜單必點推薦與深度評價：解析泰國四大菜系風味，松高店聚餐必看指南,4,ranked_official_lead_needs_direct_verification
111,SUBWAY Taipei 101,3,https://www.taipei-101.com.tw/index_en.htm,taipei-101.com.tw,台北101 TAIPEI 101,7,https://subway.com.tw/,subway.com.tw,SUBWAY | 首頁,7,https://subway.com.tw/GoWeb2/include/index.php?Page=2,subway.com.tw,全臺分店:SUBWAY,7,ranked_official_lead_needs_direct_verification
112,心月懷石日本料理,0,,,,,,,,,,,,,no_ranked_official_lead
113,周胖子餃子館－忠孝店,0,,,,,,,,,,,,,no_ranked_official_lead
114,Divadlo 捷克公寓,3,https://www.czech.com.tw/,czech.com.tw,台北的捷克餐酒館 | Divadlo 捷克公寓,4,https://www.bella.tw/articles/travel&foodies/27264,bella.tw,台北「捷克公寓 」全台唯一捷克餐酒館，道地「燉牛肉佐麵糰子」只在信義區吃得到 | Bella.tw儂儂,4,https://www.zeczec.com/projects/divadlo,zeczec.com,嘖嘖 | Divadlo 捷克公寓 2.0｜ 台灣唯一的捷克餐廳搬家計畫,4,ranked_official_lead_needs_direct_verification
115,YABI Kitchen－微風南山店,3,https://kenalice.tw/blog/post/yabi-kitchen,kenalice.tw,信義美食「YABI KITCHEN」匯聚亞洲跨界美食並用創意讓經典蛻變出新風貌,4,https://www.bestatos.com/taste/yabi-kitchen/,bestatos.com,YABI KITCHEN微風南山店－環遊東亞碰撞新滋味| 最好是 ATOS | 生活本來的樣子,4,https://imcynthia.tw/yabikitchen/,imcynthia.tw,【YABI KITCHEN】各種美味的南洋料理一次吃到 | 解悶辛理師,4,ranked_official_lead_needs_direct_verification
116,I Met You Cafe,3,https://beri.tw/i-met-you-cafe/,beri.tw,【信義區甜點推薦】I Met You Cafe歐洲鄉村風古物咖啡廳，超夢幻「玫瑰伯爵戚風蛋糕」，復古風情讓人想無限次回訪 - 莓姬貝利 • 食事旅行,4,http://globalfoodelicious.com/i-met-u-cafe/,globalfoodelicious.com,I Met You Cafe 》台北101 世貿捷運站不限時咖啡下午茶 | Taipei Coffee & Dessert - 娜姐 FOODELICIOUS,4,https://booking.menushop.tw/imetyoucafe,booking.menushop.tw,I Met You Cafe-總店 | MENU 店＋ 24 小時線上預約,4,ranked_official_lead_needs_direct_verification
117,大戶屋－松山車站店,1,https://www.citylink.tw/songshan/?p=2862,citylink.tw,大戶屋｜1F – CITYLINK松山壹號店 — 幸福車站、旅途中的小確幸,7,,,,,,,,,ranked_official_lead_needs_direct_verification
118,大戶屋－統一時代台北店,2,https://www.uni-ustyle.com.tw/zh-tw/brand-floor/141,uni-ustyle.com.tw,大戶屋 - 統一時代百貨台北店丨DREAM PLAZA,10,https://cc77.tw/%E5%A4%A7%E6%88%B6%E5%B1%8B-%E8%8F%9C%E5%96%AE-%E7%B5%B1%E4%B8%80%E6%99%82%E4%BB%A3%E7%99%BE%E8%B2%A8%E7%BE%8E%E9%A3%9F%E3%80%90%E5%A4%A7%E6%88%B6%E5%B1%8B%E3%80%91%E8%A9%95%E5%83%B9%EF%BC%8C%E7%AC%AC/,cc77.tw,大戶屋/菜單/統一時代百貨美食【大戶屋】評價，第一次吃就驚豔！高麗菜、味噌湯、白飯無限續 – 敲敲的生活及購物誌,4,,,,,ranked_official_lead_needs_direct_verification
119,In Between,2,https://www.eslitehotel.com/restaurant/in-between/,eslitehotel.com,In Between | 誠品行旅 | eslite,8,https://www.xinmedia.com/article/213091,xinmedia.com,專訪誠品行旅In Between主廚黃士恭 兼融法、義、日、台式美食精華的秘訣 - 欣傳媒XINMEDIA 最懂生活的咖,7,,,,,ranked_official_lead_needs_direct_verification
120,Hong Kong 88 Hot Pot,2,https://hongkonghotpot.com/,hongkonghotpot.com,香港火鍋 Hong Kong Hot Pot – 点燃火鍋冒險，由此開始 Your Hot Pot Adventure Starts Here,9,https://thehoneycombers.com/hong-kong/best-hot-pot-restaurants-in-hong-kong/,thehoneycombers.com,Head to these top hot pot restaurants in Hong Kong for some deliciously tasty and interactive dining,4,,,,,ranked_official_lead_needs_direct_verification
121,Bing,1,https://www.bing.com/,bing.com,Bing,7,,,,,,,,,ranked_official_lead_needs_direct_verification
122,MiaCucina－信義店,0,,,,,,,,,,,,,no_ranked_official_lead
123,渣男 Taiwan Bistro,3,https://panpanlife.com/taiwan-bistro-4/,panpanlife.com,台北中正｜渣男Taiwan Bistro《古亭四渣》.台式滷味下酒菜.酒吧餐酒館.私心推麻辣豆腐鴨血.捷運古亭站,9,https://www.paine0602.com/taiwan-bistro/,paine0602.com,渣男Taiwan Bistro》台味居酒屋的文青復古滷味攤,4,https://minako.tw/taiwan-bistro/,minako.tw,【台北美食】渣男Taiwan Bistro中山店：台式滷味居酒屋 – 美奈子的微旅行,4,ranked_official_lead_needs_direct_verification
124,劉媽媽涼麵,0,,,,,,,,,,,,,no_ranked_official_lead
125,KingSpicy J,3,https://www.king.com.tw/pages/5e3a22e516acf100306e29cb,king.com.tw,商店介紹,5,https://www.king.com.tw/pages/67467e7e51633c000d56261c,king.com.tw,新的分頁,5,https://www.king.com.tw/pages/book-a-tasting,king.com.tw,預約品嘗,5,ranked_official_lead_needs_direct_verification
126,Sea to Sky,2,https://www.breeze.com.tw/stores/5914,breeze.com.tw,SEA TO SKY - Breeze Center 微風廣場,10,https://seatosky.com.tw/,seatosky.com.tw,Sea To Sky 官方網站,9,,,,,ranked_official_lead_needs_direct_verification
127,上席小館,1,https://queeniej.com/archives/taipei-page/,queeniej.com,台北市中山區｜Restaurant Page 頁小館｜台北米其林指南餐盤推薦｜中菜西餐的浪漫｜約會聚餐推薦 |,5,,,,,,,,,ranked_official_lead_needs_direct_verification
128,紅豆食府－信義店,1,https://rsv.skm.com.tw/groups/skm-xinyi/companies/-KsqaUb1U_CGncVPQV7m/restaurants/-KsqaUbvMW4rE7XJK17l/booking,rsv.skm.com.tw,紅豆食府線上訂位｜台北信義新天地A9｜新光三越,8,,,,,,,,,ranked_official_lead_needs_direct_verification
129,犇－微風信義館,0,,,,,,,,,,,,,no_ranked_official_lead
130,元食 Cafe,1,https://letsplaylucky.tw/yuan-cafe/,letsplaylucky.tw,[台北信義] 元食cafe Feed to Table 可追朔到動物吃什麼的台灣在地肉品，究好豬超美味 @大手牽小手。玩樂趣,4,,,,,,,,,ranked_official_lead_needs_direct_verification
131,CPK 加州創意廚房,0,,,,,,,,,,,,,no_ranked_official_lead
132,三太養生鐵板燒,0,,,,,,,,,,,,,no_ranked_official_lead
133,MiraWan,3,https://www.mirawan.com.tw/,mirawan.com.tw,2026 台北 餐酒館｜景觀餐廳｜MiraWan 法式餐廳,7,https://www.mirawan.com.tw/about/,mirawan.com.tw,關於我們 | 2026 台北 餐酒館｜景觀餐廳｜MiraWan 法式餐廳,7,https://www.mirawan.com.tw/maincourse/,mirawan.com.tw,餐酒館午晚餐 | 2026 台北 餐酒館｜景觀餐廳｜MiraWan 法式餐廳,7,ranked_official_lead_needs_direct_verification
134,宋廚北方菜館,0,,,,,,,,,,,,,no_ranked_official_lead
135,辛殿麻辣鍋－信義店,0,,,,,,,,,,,,,no_ranked_official_lead
136,同壽司－信義區,1,https://fooday.app/zh-TW/spots/68Z5otD8wJa9YqWKSGy38Y,fooday.app,貓將壽司 信義A13店 在 Fooday 美食社群 | 找餐廳不踩雷，最真實的美食 App,5,,,,,,,,,ranked_official_lead_needs_direct_verification
137,拾穗,0,,,,,,,,,,,,,no_ranked_official_lead
138,柏克金啤酒餐廳,2,https://www.buckskinrestaurantgroup.com.tw/location.php,buckskinrestaurantgroup.com.tw,餐廳據點 | 柏克金餐酒集團,8,https://buckskinrestaurantgroup.com.tw/home.php,buckskinrestaurantgroup.com.tw,首頁｜柏克金餐酒集團,7,,,,,ranked_official_lead_needs_direct_verification
139,老井極上燒肉－台北信義店,0,,,,,,,,,,,,,no_ranked_official_lead
140,TAMED FOX－信義店,3,https://globalfoodelicious.com/tamed-fox-xinyi-2021/,globalfoodelicious.com,Tamed Fox Xinyi 》Tamed Fox 信義菜單推薦點哪些菜餚? - 娜姐 FOODELICIOUS,4,https://kavana.tw/tamed-fox-xinyi/,kavana.tw,台北信義區「TAMED FOX 信義」。好吃美味的健康料理Ｘ寬敞明亮具設計感的店面設計。 - 卡瓦納＠京都 自由滯在。,4,https://origin-coolsis.cool-style.com.tw/life-style/food/24429,origin-coolsis.cool-style.com.tw,超人氣早午餐Tamed Fox信義店正式營運！加州風格早午餐咖啡、還有健康飲食,4,ranked_official_lead_needs_direct_verification
