store_id,brand_id,official_name_zh,official_name_en,aliases,official_domains,owned_urls,shared_domain_flag,branch_name,district,include_status,exclusion_reason_code,reviewed_by,reviewed_at,truth_source,dataset_version
XY-114,,Divadlo 捷克公寓,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-115,,YABI Kitchen,,,,,false,微風南山店,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-116,,I Met You Cafe,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-117,,大戶屋,,,,,false,松山車站店,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-118,,大戶屋,,,,,false,統一時代台北店,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-119,,In Between,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-120,,Hong Kong 88 Hot Pot,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-121,,Bing,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-122,,MiaCucina,,,,,false,信義店,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-123,,渣男 Taiwan Bistro,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-124,,劉媽媽涼麵,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-125,,KingSpicy J,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-126,BR-SEATOSKY,Sea to Sky,,,seatosky.com.tw,,false,,信義區,pending,,,,brand_root_candidate_needs_manual_confirmation,xinyi-140-draft-v0.1
XY-127,,上席小館,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-128,,紅豆食府,,,,,false,信義店,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-129,BR-BENCUISINE,犇,,,bencuisine.com,,false,微風信義館,信義區,pending,,,,brand_root_candidate_needs_manual_confirmation,xinyi-140-draft-v0.1
XY-130,,元食 Cafe,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-131,,CPK 加州創意廚房,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-132,,三太養生鐵板燒,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-133,BR-MIRAWAN,MiraWan,,,mirawan.com.tw,,false,,信義區,pending,,,,brand_root_candidate_needs_manual_confirmation,xinyi-140-draft-v0.1
XY-134,,宋廚北方菜館,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-135,,辛殿麻辣鍋,,,,,false,信義店,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-136,,同壽司－信義區,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-137,,拾穗,,,,,false,,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
XY-138,BR-BUCKSKINRESTAURANTGROUP,柏克金啤酒餐廳,,,buckskinrestaurantgroup.com.tw,,true,,信義區,pending,,,,shared_group_root_needs_manual_scope_decision,xinyi-140-draft-v0.1
XY-139,BR-LAOJING,老井極上燒肉,,,lao-jing.com,,false,台北信義店,信義區,pending,,,,brand_root_candidate_needs_manual_confirmation,xinyi-140-draft-v0.1
XY-140,,TAMED FOX,,,,,false,信義店,信義區,pending,,,,no_confirmed_brand_root,xinyi-140-draft-v0.1
