candidate_id,candidate_name,cuisine_stratum,business_type_stratum,price_band,legacy_priority,provisional_brand_domain,source_review_status,eligibility_decision,eligibility_reviewer,eligibility_reviewed_at,evidence_urls,official_site_url,official_domain_status,shared_domain_flag,owned_urls,measurement_eligibility,cohort_status,cohort_exclusion_reason,baseline_active_status,selected_for_measurement,selection_reason,notes
56,Ziga Zaga－台北君悅酒店,台／中式,連鎖／飯店,$$$,P1 優先,hyatt.com,verified_active,include,eason,2026-09-09,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/ziga-zaga,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/ziga-zaga,shared_domain,true,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/ziga-zaga,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松壽路2號2樓；品牌：Ziga Zaga 義大利餐廳
57,原木燒烤餐廳 Wildwood,台／中式,獨立／地方品牌,$$$,P2 補足多樣性,wildwood.com.tw,verified_active,include,eason,2026-09-09,https://www.wildwood.com.tw/|https://www.skm.com.tw/brand/11085,https://www.wildwood.com.tw/,verified_first_party,false,https://www.wildwood.com.tw/,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松壽路9號4樓；品牌：WILDWOOD 原木燒烤牛排海鮮餐廳
58,日本橋海鮮丼 辻半－微風信義店,日式,連鎖／飯店,$$,P1 優先,tsujihan.com.tw,verified_active,include,eason,2026-09-09,https://tsujihan.com.tw/|https://www.breeze.com.tw/floor/store/235,https://tsujihan.com.tw/,verified_first_party,false,https://tsujihan.com.tw/,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區忠孝東路五段68號B1；品牌：日本橋海鮮丼 辻半
59,穆記小吃牛肉麵館,台／中式,獨立／地方品牌,$,P2 補足多樣性,,verified_active,include,eason,2026-09-09,https://www.facebook.com/mukibeefnoodles/|https://goo.gl/maps/muki,https://www.facebook.com/mukibeefnoodles/,not_available,false,https://www.facebook.com/mukibeefnoodles/,exclude,eligible,,operating,exclude,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區吳興街239號；品牌：穆記牛肉麵
60,橘色涮涮屋新光三越A9店,鍋物,連鎖／飯店,$$$,P1 優先,orangeshabu.com,verified_active,include,eason,2026-09-09,https://orangeshabu.com/zh-TW/store/store_A9|https://www.skm.com.tw/brand/11087,https://orangeshabu.com/zh-TW/store/store_A9,verified_first_party,false,https://orangeshabu.com/zh-TW/store/store_A9,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松壽路9號7樓；品牌：橘色涮涮屋
61,時時香－微風南山店,台／中式,連鎖／飯店,$$,P1 優先,ricebar.com.tw,verified_active,include,eason,2026-09-09,https://ricebar.com.tw/store/11|https://www.breeze.com.tw/floor/store/1049,https://ricebar.com.tw/store/11,verified_first_party,false,https://ricebar.com.tw/store/11,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松智路17號6樓；品牌：時時香 RICE BAR
62,L.A PHO 越南美食餐廳,東南／南亞,獨立／地方品牌,$$,P2 補足多樣性,,verified_active,include,eason,2026-09-09,https://www.facebook.com/LAPHOTW/|https://goo.gl/maps/lapho,https://www.facebook.com/LAPHOTW/,not_available,false,https://www.facebook.com/LAPHOTW/,exclude,eligible,,operating,exclude,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松壽路30號1樓；品牌：L.A PHO 越南河粉美食餐廳
63,寒舍食譜－台北寒舍艾美酒店,台／中式,連鎖／飯店,$$$,P1 優先,lemeridien-taipei.com,verified_active,include,eason,2026-09-09,https://www.lemeridien-taipei.com/websev?cat=restaurant&id=2,https://www.lemeridien-taipei.com/websev?cat=restaurant&id=2,shared_domain,true,https://www.lemeridien-taipei.com/websev?cat=restaurant&id=2,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松仁路38號2樓；品牌：寒舍食譜
64,The Ukai Taipei,燒肉／鐵板,連鎖／飯店,$$$$,P1 優先,ukai-tpe.com.tw,verified_active,include,eason,2026-09-09,https://www.ukai-tpe.com.tw/|https://www.breeze.com.tw/floor/store/1040,https://www.ukai-tpe.com.tw/,verified_first_party,false,https://www.ukai-tpe.com.tw/,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松智路17號46樓；品牌：The Ukai Taipei
65,愛爾蘭瘋薯（信義威秀）,台／中式,獨立／地方品牌,$,P3 備援／先驗證,irelandspotato.com.tw,verified_active,include,eason,2026-09-09,http://www.irelandspotato.com.tw/|https://www.vscinemas.com.tw/,http://www.irelandspotato.com.tw/,verified_first_party,false,http://www.irelandspotato.com.tw/,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松壽路20號2樓；品牌：愛爾蘭瘋薯
66,85TD Chinese Restaurant,台／中式,連鎖／飯店,$$$$,P1 優先,85td-101.com,verified_active,include,eason,2026-09-09,https://www.85td-101.com/|https://www.taipei-101.com.tw/tw/shopping/dining,https://www.85td-101.com/,verified_first_party,false,https://www.85td-101.com/,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區信義路五段7號85樓；品牌：捌伍添第 85TD
67,JK STUDIO,台／中式,獨立／地方品牌,$$$,P2 補足多樣性,jkstudio.tw,verified_active,include,eason,2026-09-09,https://jkstudio.tw/|https://goo.gl/maps/jkstudio,https://jkstudio.tw/,verified_first_party,false,https://jkstudio.tw/,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區基隆路一段147巷5弄13號；品牌：JK STUDIO 義法餐廳
68,雲錦中餐廳－台北君悅酒店,台／中式,連鎖／飯店,$$$,P1 優先,hyatt.com,verified_active,include,eason,2026-09-09,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/yun-jin,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/yun-jin,shared_domain,true,https://www.hyatt.com/grand-hyatt/zh-HK/taigh-grand-hyatt-taipei/dining/yun-jin,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區松壽路2號2樓；品牌：雲錦中餐廳
69,味美早餐店 Wei Mei Breakfast Restaurant,咖啡／輕食,獨立／地方品牌,$,P3 備援／先驗證,,verified_active,include,eason,2026-09-09,https://goo.gl/maps/weimei,https://goo.gl/maps/weimei,not_available,false,https://goo.gl/maps/weimei,exclude,eligible,,operating,exclude,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區莊敬路391巷11弄4號；品牌：味美早餐店
70,TWG Tea at Taipei 101,咖啡／輕食,連鎖／飯店,$$,P1 優先,twgtea.com,verified_active,include,eason,2026-09-09,https://twgtea.com/locations/asia-pacific/taiwan/taipei/twg-tea-salon-boutique-at-taipei-101-mall|https://www.taipei-101.com.tw/tw/shopping/dining,https://twgtea.com/locations/asia-pacific/taiwan/taipei/twg-tea-salon-boutique-at-taipei-101-mall,verified_first_party,false,https://twgtea.com/locations/asia-pacific/taiwan/taipei/twg-tea-salon-boutique-at-taipei-101-mall,include,eligible,,operating,include,信義區正常營業實體餐廳，已驗證門市地址與第一方網域,地址：台北市信義區市府路45號5樓；品牌：TWG Tea
